Unnamed: 0,Composition,MaterialId,Reduced Formula,Elements,NSites,Volume,Density,Point Group,Space Group,Space Group Number,Crystal System,Corrected Energy,Formation Energy Per Atom,Decomposition Energy Per Atom,Dimensionality Cheon,Bandgap,Is Train,Decomposition Energy Per Atom All,Decomposition Energy Per Atom Relative,Decomposition Energy Per Atom MP,Decomposition Energy Per Atom MP OQMD
86900,Ir2Na1P1Si1,39f67e5227,NaSiPIr2,"['Na', 'Si', 'P', 'Ir']",5,81.0432,9.558,4mm,I4mm,107,tetragonal,-32.8021,-0.5928,-0.0671,,0.0322,,0.0,,-0.0671,-0.0192
88271,Dy3Ir19Na2P3Si9,3ad97a0c9d,Na2Dy3Si9P3Ir19,"['Na', 'Si', 'P', 'Dy', 'Ir']",36,560.6009,13.422,mm2,Amm2,38,orthorhombic,-279.372,-0.8308,-0.1338,,0.0014,,0.0,,-0.1338,-0.1069
91269,Co2Na4O16Si6,3cda71eabb,Na2CoSi3O8,"['O', 'Na', 'Si', 'Co']",28,372.9494,2.8243,2,P2_1,4,monoclinic,-208.5331,-2.761,-0.0082,,3.1451,,-0.0,,-0.0082,-0.0081
91701,As8Na16Si2,3d2610dac6,Na8SiAs4,"['Na', 'Si', 'As']",26,654.3317,2.5971,m-3m,Fd-3m,227,cubic,-80.377,-0.4267,-0.0091,,0.1263,,0.0,,-0.0091,-0.0069
93362,As8Li15Na1Si2,3e4e3bcb8d,NaLi15(SiAs4)2,"['Li', 'Na', 'Si', 'As']",26,475.238,2.7347,mm2,Imm2,44,orthorhombic,-94.1817,-0.6193,-0.0307,,0.7321,,0.0,,-0.0307,-0.0195
94091,Ba4Ge1Na4Si7,3ec5018a73,Ba4Na4Si7Ge,"['Na', 'Si', 'Ge', 'Ba']",16,450.9211,3.353,m,Pm,6,monoclinic,-60.232,-0.2916,-0.037,,0.0103,,0.0,,-0.0359,-0.0353
94778,Dy3Ir16Na2P3Rh3Si9,3f3a386b66,Na2Dy3Si9P3Ir16Rh3,"['Na', 'Si', 'P', 'Rh', 'Dy', 'Ir']",36,561.3716,12.611,mm2,Amm2,38,orthorhombic,-276.1191,-0.8633,-0.1295,,,,0.0,,-0.1295,-0.1008
95015,As12Na8Rb12Si4,3f62c027a0,Rb3Na2SiAs3,"['Na', 'Si', 'As', 'Rb']",36,1114.9561,3.3077,mmm,Cmce,64,orthorhombic,-115.2556,-0.425,-0.0096,,0.5568,,0.0,,-0.0096,-0.0092
95174,Co4Ir16Na4Si12,3f7dbd6cbd,NaCoSi3Ir4,"['Na', 'Si', 'Co', 'Ir']",36,525.849,11.8109,mmm,Pnma,62,orthorhombic,-260.5833,-0.565,-0.0893,,0.0052,,0.0,,-0.0888,-0.0803
95291,Na8P12Rb12Si3Zr1,3f913020ce,Rb12Na8Zr(SiP4)3,"['Na', 'Si', 'P', 'Rb', 'Zr']",36,1036.3236,2.8148,2,C2,5,monoclinic,-127.7716,-0.4345,-0.0684,,,,0.0,,-0.0684,-0.0211
96132,Na3P12Si12Tl1,40253b869f,Na3Tl(SiP)12,"['Na', 'Si', 'P', 'Tl']",28,641.7855,2.541,m,Pm,6,monoclinic,-142.6434,-0.2232,-0.0451,,,,0.0,,-0.0451,-0.0191
96718,Au4Na1Si12Yb7,40850a8fb5,NaYb7(Si3Au)4,"['Na', 'Si', 'Yb', 'Au']",24,519.1028,7.5466,mmm,Cmmm,65,orthorhombic,-104.1384,-0.5765,-0.0498,,,,0.0,,-0.0498,-0.0145
99264,Co4Na4O14Si4,422b7a0e44,Na2Co2Si2O7,"['O', 'Na', 'Si', 'Co']",26,335.9885,3.2818,mm2,Ama2,40,orthorhombic,-187.5002,-2.4155,-0.0095,,,,0.0,,-0.0095,-0.0094
100123,Na8O4S8Si4,42c25c1479,Na2SiS2O,"['O', 'Na', 'Si', 'S']",24,492.941,2.0777,2/m,P2_1/c,14,monoclinic,-128.38,-1.8006,-0.0734,,3.5578,,0.0,,-0.0734,-0.0052
100359,Er4Ir19Na1P6Si6,42eb9ac6c8,NaEr4Si6P6Ir19,"['Na', 'Si', 'P', 'Er', 'Ir']",36,557.995,13.9823,m,Pm,6,monoclinic,-283.7238,-0.8658,-0.0771,,0.0188,,0.0,,-0.0771,-0.0706
100796,As8Ca3Na8Si2Sr1,43371e3902,Na8SrCa3(SiAs4)2,"['Na', 'Si', 'Ca', 'As', 'Sr']",22,568.7465,3.0578,1,P1,1,triclinic,-81.4403,-0.6832,-0.0014,,0.6191,,0.0,,-0.0014,-0.0005
101865,Na3Pt3Rh1Si4,43edaca233,Na3Si4Pt3Rh,"['Na', 'Si', 'Rh', 'Pt']",11,209.1681,6.9025,3m,R3m,160,trigonal,-57.8495,-0.6003,-0.0897,,0.0076,,-0.0,,-0.0885,-0.0138
102124,Ga1Na2Pd6Si3,441ab9efe1,Na2Ga(SiPd2)3,"['Na', 'Si', 'Ga', 'Pd']",12,204.026,6.8243,m,Cm,8,monoclinic,-60.5789,-0.6285,-0.0273,,,,0.0,,-0.0273,-0.0271
102433,Ir19Na4Si12Tm1,444bdb694f,Na4TmSi12Ir19,"['Na', 'Si', 'Tm', 'Ir']",36,565.0499,12.4898,mm2,Amm2,38,orthorhombic,-266.0643,-0.6457,-0.0969,,,,0.0,,-0.0969,-0.0826
102576,As9Na20P3Si4,4467d4b11d,Na20Si4(As3P)3,"['Na', 'Si', 'P', 'As']",36,829.7503,2.6804,1,P1,1,triclinic,-121.6355,-0.4253,-0.0077,,0.8733,,0.0,,-0.0077,-0.0058
102681,Na1Pt2Rh4Si4,447beb8b4e,NaSi4(PtRh2)2,"['Na', 'Si', 'Rh', 'Pt']",11,163.546,9.5149,mm2,Amm2,38,orthorhombic,-72.8924,-0.7518,-0.0407,,0.0212,,-0.0,,-0.0403,-0.0194
104740,Au4Na1Si12Tb7,45d4d0fd68,NaTb7(Si3Au)4,"['Na', 'Si', 'Tb', 'Au']",24,482.895,7.7727,mmm,Cmmm,65,orthorhombic,-128.4046,-0.6849,-0.1109,,,,0.0,,-0.1109,-0.0186
109535,Be1Cu17Na2Si8,48f8231b71,Na2BeCu17Si8,"['Be', 'Na', 'Si', 'Cu']",28,376.5228,5.9977,mmm,Fmmm,69,orthorhombic,-121.7492,-0.0813,-0.0295,,0.0022,,0.0,,-0.0292,-0.0286
109697,Cr2Na4O20Si8,4917376d33,Na2Cr(Si2O5)2,"['O', 'Na', 'Si', 'Cr']",34,457.764,2.6866,-1,P-1,2,triclinic,-266.7925,-2.9363,-0.0064,,2.4637,,0.0,,-0.0064,-0.0064
110105,Li2Na10Se14Si4,495bc34d10,Na5LiSi2Se7,"['Li', 'Na', 'Si', 'Se']",30,776.2224,3.1267,2/m,C2/c,15,monoclinic,-122.4065,-1.1573,-0.0078,,2.2604,,0.0,,-0.0078,-0.0064
113619,Ca1Na4S6Si2,4bb424d66b,Na4Ca(SiS3)2,"['Na', 'Si', 'S', 'Ca']",13,285.8478,2.211,2,C2,5,monoclinic,-61.717,-1.4425,-0.0971,,3.2715,,-0.0,,-0.0971,-0.0437
114141,Na8Se12Si3Sn1,4c0b776fcf,Na8Si3SnSe12,"['Na', 'Si', 'Se', 'Sn']",24,666.3475,3.3253,1,P1,1,triclinic,-98.5598,-1.0726,-0.0012,,1.8009,,0.0,,-0.0012,-0.0007
115536,Na1P12Rb3Si12,4cf1a806a0,Rb3Na(SiP)12,"['Na', 'Si', 'P', 'Rb']",28,700.0272,2.3439,m,Pm,6,monoclinic,-142.5826,-0.2947,-0.0857,,,,0.0,,-0.0857,-0.0585
116182,Ir6Na1Np1Si14,4d5d95176c,NaNp(Si7Ir3)2,"['Na', 'Si', 'Ir', 'Np']",22,337.2941,8.8936,-3,R-3,148,trigonal,-154.3258,-0.5032,-0.0108,,0.0011,,0.0,,-0.0106,-0.0101
116724,Au4Gd11Na1Si12,4db5b96301,NaGd11(Si3Au)4,"['Na', 'Si', 'Gd', 'Au']",28,609.5867,7.8388,m,Pm,6,monoclinic,-255.1114,-0.733,-0.0404,,,,0.0,,-0.0404,-0.0308
117461,Mn2Na4O20Si8,4e34b775c8,Na2Mn(Si2O5)2,"['O', 'Na', 'Si', 'Mn']",34,466.9726,2.6546,-1,P-1,2,triclinic,-266.0722,-2.944,-0.0071,,inf,,0.0,,-0.0071,-0.0071
117942,Li8Na1P12Rb11Si4,4e84a9cf5a,Rb11NaLi8(SiP3)4,"['Li', 'Na', 'Si', 'P', 'Rb']",36,902.6846,2.7643,1,P1,1,triclinic,-132.1572,-0.5032,-0.1002,,,,0.0,,-0.1002,-0.0105
119596,Na1Pd6Si4Sr1,4f9683d821,NaSr(Si2Pd3)2,"['Na', 'Si', 'Sr', 'Pd']",12,209.0733,6.8421,mm2,Imm2,44,orthorhombic,-64.2013,-0.7007,-0.0289,,0.0188,,0.0,,-0.0289,-0.0252
120061,B4Na1Rh10Sc3Si2,4fe5a10db5,NaSc3Si2(B2Rh5)2,"['B', 'Na', 'Si', 'Sc', 'Rh']",20,262.9826,8.1222,mm2,Amm2,38,orthorhombic,-147.3553,-0.7912,-0.0562,,0.0065,,-0.0,,-0.0559,-0.0121
120207,Na2Pt9Si7V3,4ff9d8eb78,Na2V3Si7Pt9,"['Na', 'Si', 'V', 'Pt']",21,327.3562,10.9119,-6,P-6,174,hexagonal,-136.7378,-0.6774,-0.074,,0.0022,,0.0,,-0.0736,-0.037
120414,Ca1Na5Rh8Si24,501ff0cd9f,Na5Ca(Si3Rh)8,"['Na', 'Si', 'Ca', 'Rh']",38,616.7444,4.4488,2,C2,5,monoclinic,-212.8735,-0.3977,-0.009,,,,0.0,,-0.009,-0.0087
122017,As8Ca4Na8Si1Ti1,513df81a07,Na8Ca4TiSiAs8,"['Na', 'Si', 'Ca', 'Ti', 'As']",22,565.3763,2.9945,1,P1,1,triclinic,-85.5179,-0.7419,-0.017,,1.1534,,0.0,,-0.017,-0.0159
122642,Na2Pd6Si3Zn1,51a5da2c55,Na2Zn(SiPd2)3,"['Na', 'Si', 'Zn', 'Pd']",12,203.8984,6.7934,m,Cm,8,monoclinic,-58.3587,-0.5916,-0.0125,,0.0348,,-0.0,,-0.0122,-0.012
122710,As8Na16Si1Ti1,51b232cb30,Na16TiSiAs8,"['Na', 'Si', 'Ti', 'As']",26,658.1565,2.6319,-43m,F-43m,216,cubic,-84.2512,-0.4807,-0.0073,,0.4793,,0.0,,-0.0073,-0.0056
122948,Na1Ru8Si24Yb5,51d86f7481,NaYb5(Si3Ru)8,"['Na', 'Si', 'Ru', 'Yb']",38,619.3076,6.3568,2,C2,5,monoclinic,-232.7198,-0.5078,-0.0215,,0.0027,,-0.0,,-0.0213,-0.0201
123184,Ag2Na10Se14Si4,51ffb2eaa3,Na5Si2AgSe7,"['Na', 'Si', 'Se', 'Ag']",30,777.8253,3.5511,2/m,C2/c,15,monoclinic,-120.773,-1.0413,-0.0111,,1.5751,,0.0,,-0.0111,-0.0088
123901,Ir3Na1Rh3Si4,527d12d828,NaSi4(IrRh)3,"['Na', 'Si', 'Rh', 'Ir']",11,162.1214,10.4546,-6m2,P-6m2,187,hexagonal,-79.2211,-0.6899,-0.0596,,0.0045,,0.0,,-0.0592,-0.0539
124195,Fe1Na1O33Pb9Si9Sr4,52aa69206c,NaSr4FeSi9(Pb3O11)3,"['O', 'Na', 'Si', 'Fe', 'Sr', 'Pb']",57,856.8202,5.9592,-6,P-6,174,hexagonal,-415.3456,-2.6889,-0.0037,,,,0.0,,-0.0037,-0.0037
125057,Na4Nd4O16Si4,5339e1c047,NaNdSiO4,"['O', 'Na', 'Si', 'Nd']",28,406.4191,4.238,mmm,Pnma,62,orthorhombic,-217.5572,-3.2974,-0.0197,,4.0234,,0.0,,-0.0197,-0.0066
125258,Ca1Ge1Na4Se6Si1,535be5b1e6,Na4CaSiGeSe6,"['Na', 'Si', 'Ca', 'Ge', 'Se']",13,337.9829,3.4712,1,P1,1,triclinic,-54.6397,-1.2554,-0.0121,,,,-0.0,,-0.0147,-0.0144
126089,Ir19Na2Si12Zr3,53ed03a24b,Na2Zr3Si12Ir19,"['Na', 'Si', 'Zr', 'Ir']",36,556.7118,12.8521,mm2,Amm2,38,orthorhombic,-288.3606,-0.7511,-0.0608,,0.0145,,0.0,,-0.0605,-0.0533
126687,Na1Si16W12Yb7,54525c0b4f,NaYb7(Si4W3)4,"['Na', 'Si', 'Yb', 'W']",36,601.9174,10.7308,1,P1,1,triclinic,-266.4009,-0.3333,-0.0031,,0.012,,0.0,,-0.0029,-0.0018
127304,As12Na20Si2Ti2,54be474622,Na10TiSiAs6,"['Na', 'Si', 'Ti', 'As']",36,852.2384,2.9436,2,P2_1,4,monoclinic,-126.8387,-0.4955,-0.0072,,0.9361,,0.0,,-0.0072,-0.0053
127619,Ca1Ir8Na5Si24,54f2042b23,Na5Ca(Si3Ir)8,"['Na', 'Si', 'Ca', 'Ir']",38,616.7444,6.3725,2,C2,5,monoclinic,-225.1866,-0.4119,-0.0045,,0.0054,,0.0,,-0.0039,-0.0038
127905,Li4Na1Nd3Si8,5520b27ff1,NaLi4Nd3Si8,"['Li', 'Na', 'Si', 'Nd']",16,320.0096,3.6747,m,Pm,6,monoclinic,-73.2891,-0.414,-0.0083,,inf,,-0.0,,-0.008,-0.0054
128645,Au2Ga4Na4Si2,559eb6a121,Na2Ga2SiAu,"['Na', 'Si', 'Ga', 'Au']",12,245.9254,5.5433,mm2,Pmc2_1,26,orthorhombic,-37.5427,-0.2285,-0.0296,,0.004,,0.0,,-0.0296,-0.0019
129231,Ac16Na1Si16Yb3,5602f4e39a,NaAc16Yb3Si16,"['Na', 'Si', 'Yb', 'Ac']",36,1078.845,7.1164,m,Pm,6,monoclinic,-177.9419,-0.5349,-0.3102,,0.0006,,-0.0,,-0.3101,-0.244
129289,Li2Na10S14Si4,560db0f57f,Na5LiSi2S7,"['Li', 'Na', 'Si', 'S']",30,659.897,2.0258,2/m,C2/c,15,monoclinic,-136.154,-1.3166,-0.0781,,3.2489,,0.0,,-0.0781,-0.0209
129685,Ir19Na2Si12Y3,564e8806c7,Na2Y3Si12Ir19,"['Na', 'Si', 'Y', 'Ir']",36,567.6797,12.5835,-6m2,P-62m,189,hexagonal,-284.2373,-0.8097,-0.1037,,,,0.0,,-0.1037,-0.0948
130391,Na4O16Si4Tb4,56c802db48,NaTbSiO4,"['O', 'Na', 'Si', 'Tb']",28,382.226,4.7614,mmm,Pnma,62,orthorhombic,-218.8076,-3.3611,-0.0408,,4.2178,,0.0,,-0.0408,-0.029
131464,Na1Si16W12Y7,5777674911,NaY7(Si4W3)4,"['Na', 'Si', 'Y', 'W']",36,605.9079,9.046,1,P1,1,triclinic,-306.0717,-0.4773,-0.0301,,0.0101,,-0.0,,-0.03,-0.0298
134356,Gd2Na1Pd4Si12Yb5,596aec5ded,NaYb5Gd2(Si3Pd)4,"['Na', 'Si', 'Pd', 'Gd', 'Yb']",24,480.8772,6.7868,mmm,Cmmm,65,orthorhombic,-140.2853,-0.7204,-0.1008,,,,0.0,,-0.1006,-0.0361
135088,F2Na6S6Si2,59e2f26d63,Na3SiS3F,"['F', 'Na', 'Si', 'S']",16,338.9719,2.0795,mm2,Cmc2_1,36,orthorhombic,-74.7008,-1.7046,-0.0665,,3.1545,,0.0,,-0.0665,-0.0247
135745,La4Na4O56Si24,5a515d84e8,NaLa(Si3O7)2,"['O', 'Na', 'Si', 'La']",88,1214.9751,3.0309,mmm,Ibam,72,orthorhombic,-722.3571,-3.2956,-0.0006,,,,0.0,,-0.0006,-0.0006
136512,Na6Pd1Si12Sr2Zn3,5ad9a28fec,Na6Sr2Zn3Si12Pd,"['Na', 'Si', 'Zn', 'Sr', 'Pd']",24,538.5115,2.9382,-6m2,P-6m2,187,hexagonal,-89.6345,-0.1774,-0.0121,,,,0.0,,-0.011,-0.0015
137751,Au2Dy1Na1Si2,5ba570742d,NaDy(SiAu)2,"['Na', 'Si', 'Dy', 'Au']",6,117.9477,8.9483,mm2,Imm2,44,orthorhombic,-26.6299,-0.5504,-0.0643,,0.0052,,0.0,,-0.0643,-0.0132
138268,Au2Na1Si2Tm1,5bfe8dbf15,NaTm(SiAu)2,"['Na', 'Si', 'Tm', 'Au']",6,115.9949,9.191,mm2,Imm2,44,orthorhombic,-26.4291,-0.5387,-0.0702,,0.0233,,-0.0,,-0.0702,-0.0263
138649,Ge1Na8Se12Si3,5c3ff77ff2,Na8Si3GeSe12,"['Na', 'Si', 'Ge', 'Se']",24,646.3349,3.3099,1,P1,1,triclinic,-99.0124,-1.0659,-0.0013,,1.9937,,0.0,,-0.0013,-0.0009
139407,Na1Os8Si24Tb5,5cc49ec29c,NaTb5(Si3Os)8,"['Na', 'Si', 'Tb', 'Os']",38,622.9102,8.0333,2,C2,5,monoclinic,-263.8987,-0.5099,-0.0082,,0.0024,,0.0,,-0.0081,-0.0019
140653,Eu1Na2Pt4Si4,5da109ac5e,Na2Eu(SiPt)4,"['Na', 'Si', 'Eu', 'Pt']",11,215.0825,8.4201,-42m,I-42m,121,tetragonal,-67.0715,-0.7409,-0.08,,0.0214,,-0.0,,-0.0792,-0.0047
141508,Ge1Na16P8Si1,5e2ef5ab76,Na16SiGeP8,"['Na', 'Si', 'P', 'Ge']",26,603.5959,1.9707,-43m,F-43m,216,cubic,-84.1838,-0.3719,-0.0033,,0.3502,,0.0,,-0.0033,-0.0025
142635,Er7Na1Si16W12,5eea8dd21d,NaEr7(Si4W3)4,"['Na', 'Si', 'Er', 'W']",36,597.7911,10.6924,1,P1,1,triclinic,-293.2751,-0.491,-0.0546,,0.0029,,-0.0,,-0.0545,-0.0543
142849,La3Na1Pt6Si10,5f1101e848,NaLa3(Si5Pt3)2,"['Na', 'Si', 'La', 'Pt']",20,361.4514,8.6877,m,Cm,8,monoclinic,-124.3172,-0.8754,-0.033,,0.008,,0.0,,-0.0328,-0.0231
143297,Cu1Na3Pt3Si4,5f5e76491f,Na3CuSi4Pt3,"['Na', 'Si', 'Cu', 'Pt']",11,208.8739,6.5993,3m,R3m,160,trigonal,-52.9256,-0.4495,-0.0804,,0.0039,,0.0,,-0.0792,-0.0044
144463,Fe1Li4Na8O60Sc3Si24,60225ddf39,Na8Li4Sc3Fe(Si2O5)12,"['Li', 'O', 'Na', 'Si', 'Sc', 'Fe']",100,1278.7234,2.6445,2,C2,5,monoclinic,-785.0954,-3.1233,-0.0039,,,,0.0,,-0.0039,-0.0022
145006,B8Na6Pt12Rh6Si2,607e44d879,Na3SiB4(Pt2Rh)3,"['B', 'Na', 'Si', 'Rh', 'Pt']",34,495.8746,10.8466,2,C2,5,monoclinic,-205.1001,-0.466,-0.0146,,0.0085,,0.0,,-0.0143,-0.0135
145451,As12Li8Mg1Na12Si3,60ca494770,Na12Li8Mg(SiAs4)3,"['Li', 'Na', 'Mg', 'Si', 'As']",36,755.1672,2.9444,2,C2,5,monoclinic,-123.6224,-0.5193,-0.0167,,,,0.0,,-0.0167,-0.0069
146046,Na8P8Si2Yb4,6129c7f8ef,Na4Yb2SiP4,"['Na', 'Si', 'P', 'Yb']",22,502.4388,3.9,m,Cc,9,monoclinic,-86.2386,-0.6974,-0.1832,,0.9757,,0.0,,-0.1832,-0.0484
146441,Br18Hf6Na4Si1,616e58de2e,Na4Hf6SiBr18,"['Na', 'Si', 'Br', 'Hf']",29,886.7811,4.9234,-1,P-1,2,triclinic,-149.7879,-1.7195,-0.0401,,1.5266,,0.0,,-0.0401,-0.0148
147684,Lu4Na12O60Si24,6244748c2d,Na3Lu(Si2O5)3,"['O', 'Na', 'Si', 'Lu']",100,1417.7975,3.0566,mmm,Cmce,64,orthorhombic,-779.0573,-3.1796,-0.0081,,,,0.0,,-0.0081,-0.008
150881,Co12Na2P6Si1,646661a460,Na2Co12SiP6,"['Na', 'Si', 'P', 'Co']",21,246.0798,6.526,-6,P-6,174,hexagonal,-137.3925,-0.5496,-0.0513,,0.0078,,0.0,,-0.0513,-0.0098
151178,Al2Au1Na1Si1,64984949aa,NaAl2SiAu,"['Na', 'Al', 'Si', 'Au']",5,95.2401,5.2655,4mm,I4mm,107,tetragonal,-18.9557,-0.2886,-0.0343,,,,0.0,,-0.0338,-0.028
151210,Na3Pd20Si6,649bf16f88,Na3(Si3Pd10)2,"['Na', 'Si', 'Pd']",29,460.3504,8.534,m-3m,Fm-3m,225,cubic,-156.1539,-0.553,-0.0464,,0.0075,,-0.0,,-0.0464,-0.031
152612,Dy1Na1Rh6Si14,659842e787,NaDy(Si7Rh3)2,"['Na', 'Si', 'Rh', 'Dy']",22,334.9874,5.9292,-3,R-3,148,trigonal,-138.5594,-0.5677,-0.0088,,0.013,,-0.0,,-0.0086,-0.0084
154580,As2Na1Pd20Si4Sm2,66e042226a,NaSm2Si4(AsPd10)2,"['Na', 'Si', 'As', 'Pd', 'Sm']",29,477.7312,9.4346,4/mmm,I4/mmm,139,tetragonal,-164.9834,-0.6761,-0.0218,,,,0.0,,-0.0218,-0.0196
155032,Ba1Na4S6Si2,67302f10a0,BaNa4(SiS3)2,"['Na', 'Si', 'S', 'Ba']",13,313.1927,2.5335,2,C2,5,monoclinic,-61.5416,-1.4356,-0.0843,,3.0368,,-0.0,,-0.0843,-0.0177
155735,Ge7Na12Pt8Si1,67aafbbb3a,Na12SiGe7Pt8,"['Na', 'Si', 'Ge', 'Pt']",28,614.205,6.4159,2,P2,3,monoclinic,-113.806,-0.4136,-0.0203,,0.0001,,-0.0,,-0.0193,-0.0095
157676,Ge4Na12Pt8Si4,68e45c2937,Na3SiGePt2,"['Na', 'Si', 'Ge', 'Pt']",28,602.9258,6.1678,mmm,Pbcm,57,orthorhombic,-117.5499,-0.4614,-0.074,,0.006,,0.0,,-0.0726,-0.0334
160187,As5Na20P7Si4,6a85b7808b,Na20Si4As5P7,"['Na', 'Si', 'P', 'As']",36,805.2894,2.3993,1,P1,1,triclinic,-124.5731,-0.4231,-0.0075,,1.0765,,0.0,,-0.0075,-0.0065
160191,Mn2Na4S12Si4,6a860872df,Na2Mn(SiS3)2,"['Na', 'Si', 'S', 'Mn']",22,511.6599,2.2684,m,Cc,9,monoclinic,-119.7326,-1.1264,-0.0144,,1.6642,,0.0,,-0.0144,-0.0063
161251,As8Na8Si2Yb4,6b463d6183,Na4Yb2SiAs4,"['Na', 'Si', 'As', 'Yb']",22,549.3304,4.6299,m,Cc,9,monoclinic,-80.1311,-0.694,-0.0479,,0.5973,,0.0,,-0.0479,-0.0396
163039,Cu18Ge1Na1Si7Sr1,6c7354ef62,NaSrCu18Si7Ge,"['Na', 'Si', 'Cu', 'Ge', 'Sr']",28,385.9893,6.5549,1,P1,1,triclinic,-123.3675,-0.1418,-0.0068,,,,0.0,,-0.0068,-0.0065
163758,Ba9Bi2Na1Si4,6cea85cd7c,Ba9Na(Si2Bi)2,"['Na', 'Si', 'Ba', 'Bi']",16,636.9819,4.6643,4/m,I4/m,87,tetragonal,-56.7038,-0.5393,-0.0378,,0.024,,0.0,,-0.0375,-0.0366
164355,Li1Na3P12Si12,6d4957cf94,Na3Li(SiP)12,"['Li', 'Na', 'Si', 'P']",28,612.5971,2.1268,m,Pm,6,monoclinic,-142.9191,-0.2493,-0.0389,,1.4923,,0.0,,-0.0389,-0.0079
164824,Ag2Na10S14Si4,6d996c0df1,Na5Si2AgS7,"['Na', 'Si', 'S', 'Ag']",30,668.1533,2.5024,2/m,C2/c,15,monoclinic,-134.1495,-1.1883,-0.0573,,2.3124,,0.0,,-0.0573,-0.0234
165185,Al8Eu3Ge2Na1Si2,6dd8a9cbe2,NaEu3Al8(SiGe)2,"['Na', 'Al', 'Si', 'Ge', 'Eu']",16,342.3864,4.3464,m,Pm,6,monoclinic,-88.7042,-0.4028,-0.0744,,0.0097,,0.0,,-0.0744,-0.0652
168150,Ho7Na1Pt4Si12,6fd9cce41c,NaHo7(Si3Pt)4,"['Na', 'Si', 'Ho', 'Pt']",24,463.4711,8.2221,mm2,Amm2,38,orthorhombic,-143.9843,-0.883,-0.0763,,,,0.0,,-0.0763,-0.0096
168365,Mo1Na2O12Sc1Si4,7000913469,Na2ScSi4MoO12,"['O', 'Na', 'Si', 'Sc', 'Mo']",20,238.9239,3.4139,2,C2,5,monoclinic,-161.854,-3.0473,-0.0164,,,,0.0,,-0.0164,-0.0136
169331,Na1Pt6Si10Yb3,70a30138b2,NaYb3(Si5Pt3)2,"['Na', 'Si', 'Yb', 'Pt']",20,345.9366,9.5689,m,Cm,8,monoclinic,-112.1656,-0.7773,-0.0648,,0.0044,,0.0,,-0.0646,-0.0411
169513,Na9Rb7Se16Si4,70c6d229aa,Rb7Na9(SiSe4)4,"['Na', 'Si', 'Se', 'Rb']",36,1128.9988,3.2077,m,Pm,6,monoclinic,-140.6248,-1.2284,-0.0676,,2.0948,,0.0,,-0.0676,-0.0176
170920,Al2Ga2Na4Se12Si2,71b6032194,Na2AlGaSiSe6,"['Na', 'Al', 'Si', 'Ga', 'Se']",22,608.4623,3.5179,m,Cc,9,monoclinic,-95.4939,-1.0843,-0.0117,,2.0693,,0.0,,-0.0117,-0.0076
171081,Ba1Na1Pd20Si6Y1,71d05737e5,BaNaY(Si3Pd10)2,"['Na', 'Si', 'Y', 'Pd', 'Ba']",29,478.4048,8.8376,-43m,F-43m,216,cubic,-165.5822,-0.6802,-0.0364,,,,0.0,,-0.0363,-0.0363
171167,As12Ge1Hf2Na20Si1,71e0a15fc8,Na20Hf2SiGeAs12,"['Na', 'Si', 'Ge', 'As', 'Hf']",36,870.7247,3.4643,1,P1,1,triclinic,-130.2531,-0.4981,-0.0036,,0.7561,,0.0,,-0.0036,-0.002
171542,Al4Na4S12Si2,7222f5d28b,Na2Al2SiS6,"['Na', 'Al', 'Si', 'S']",22,515.0679,2.066,m,Cc,9,monoclinic,-110.5585,-1.3545,-0.0522,,3.1058,,0.0,,-0.0522,-0.0128
174713,Ce1Na1Rh6Si14,7445da4d02,NaCe(Si7Rh3)2,"['Na', 'Si', 'Rh', 'Ce']",22,337.7157,5.7712,-3,R-3,148,trigonal,-139.8072,-0.5642,-0.0027,,0.0054,,0.0,,-0.0025,-0.0023
175067,Li3Na5P12Rb12Si4,748176b175,Rb12Na5Li3(SiP3)4,"['Li', 'Na', 'Si', 'P', 'Rb']",36,976.9493,2.7967,2,C2,5,monoclinic,-126.2642,-0.4305,-0.0887,,,,0.0,,-0.0887,-0.0116
175505,Ge1Na4P12Si11,74cdb559d3,Na4Si11GeP12,"['Na', 'Si', 'P', 'Ge']",28,624.6432,2.2469,m,Pm,6,monoclinic,-141.3518,-0.2429,-0.0439,,1.4774,,0.0,,-0.0454,-0.0106
175885,Ac16Ag1Na4Si15,750e5f5f6a,Na4Ac16Si15Ag,"['Na', 'Si', 'Ag', 'Ac']",36,1087.7804,6.4925,1,P1,1,triclinic,-173.2582,-0.4944,-0.3202,,,,0.0,,-0.3202,-0.234
176512,In1Na2Pd6Si3,7579317688,Na2In(SiPd2)3,"['Na', 'Si', 'Pd', 'In']",12,214.7157,6.8333,m,Cm,8,monoclinic,-59.7263,-0.5812,-0.0078,,0.0076,,-0.0,,-0.0076,-0.0067
176664,Dy1Na1Pa2Pt6Si10,75921c0636,NaDyPa2(Si5Pt3)2,"['Na', 'Si', 'Dy', 'Pt', 'Pa']",20,345.7124,10.0816,m,Cm,8,monoclinic,-131.0541,-0.7708,-0.1127,,,,-0.0,,-0.1125,-0.0358
177731,Mn4Na8O20Si6,7646279f5b,Na4Mn2Si3O10,"['O', 'Na', 'Si', 'Mn']",38,500.9672,2.9573,2/m,C2/c,15,monoclinic,-280.0276,-2.6655,-0.0038,,2.4217,,0.0,,-0.0038,-0.0036
